# Constructed from biom file
#OTU ID	SRR15247053	SRR15247054	SRR15247055	SRR15247056	SRR15247057	SRR15247058	SRR15247059	SRR15247060	SRR15247061	SRR15247062	SRR15247063	SRR15247064	SRR15247065	SRR15247066	SRR15247067	SRR15247068	SRR15247069	SRR15247070	SRR15247071	SRR15247072	SRR15247073	SRR15247074	SRR15247075	SRR15247076	SRR15247077	SRR15247078	SRR15247079	SRR15247080	SRR15247081	SRR15247082	SRR15247083
06cc613a00a29b0dc4a6d08bf1a0e907	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	798.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3d8ee7f0ca1ab3e0caffca0e012c3660	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	248.0
93748eda0ef9b3f9e8c7cbfb2a30a666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	273.0	0.0	0.0	0.0	0.0	0.0	0.0
6cd351402abc6943d0f476efa7196ca8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	718.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
00975599d7fced9a3b0ed5c65cfc746b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	447.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0b45fe074a56dd188daaaf7a6bc26bd2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6d2f21e150c956181b87ccb6e37a442a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	801.0	0.0	0.0	0.0	0.0	461.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
98ab9823e6bcb4e27a7ecd94d3760254	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	102.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c27947cc197282f4a6d08492718d83be	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
44206534c47ebeda29a73a72bed9545d	0.0	0.0	0.0	0.0	0.0	0.0	590.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
