# Constructed from biom file
#OTU ID	ERR10890547	ERR10890548	ERR10890549	ERR10890550	ERR10890551	ERR10890552	ERR10890553	ERR10890554	ERR10890555	ERR10890556	ERR10890557	ERR10890558	ERR10890559	ERR10890560	ERR10890561	ERR10890562	ERR10890563	ERR10890564	ERR10890565	ERR10890566	ERR10890567	ERR10890568	ERR10890569	ERR10890570	ERR10890571
acd190eab8d42a83854bd65f17261d85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0
204b112a1b6f23a6d0bf77c49e0d9898	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0
ee2a50e7ae7b9c82054be7116d2d0d89	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0bde6f01fc5da78dc2654d62f2465898	16.0	0.0	0.0	6.0	0.0	0.0	25.0	23.0	24.0	15.0	10.0	25.0	17.0	59.0	37.0	14.0	10.0	24.0	52.0	11.0	40.0	12.0	8.0	25.0	14.0
96f7e563fa688134c842fc873f38c078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0cf46e0a4996b41bb0f1fe2ceca83c26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	12.0	0.0	10.0	0.0	0.0	5.0	5.0	8.0	4.0	0.0	3.0	0.0	0.0	7.0	0.0	0.0
4cc247f585420d66c545d193c7f91d5f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0
8334471b0f9b130c90e9a369b2e5153b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0
c471559699e0d11f7f7f67c38e7c68d8	0.0	0.0	0.0	0.0	0.0	20.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bdd18178c5f2f1de623084adf3d26622	0.0	0.0	0.0	19.0	285.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
b7de6ec8d7f5f528e1842b684ce0ac1e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0
88b65c147d8d3673848f1a36ed593e89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4f4e6d9e0d13d3412d1bc379dddec441	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	17.0	15.0	8.0	0.0	0.0	0.0	26.0	9.0
ccfde010454dd18ef50c42cccd78d466	0.0	17.0	0.0	0.0	0.0	126.0	85.0	133.0	58.0	41.0	74.0	136.0	37.0	92.0	54.0	73.0	27.0	115.0	60.0	45.0	38.0	115.0	37.0	49.0	40.0
59438919f4a943618f454c017c911bcd	0.0	0.0	26.0	0.0	0.0	31.0	0.0	20.0	22.0	9.0	0.0	66.0	0.0	47.0	0.0	49.0	0.0	24.0	0.0	13.0	17.0	56.0	1.0	19.0	40.0
e51dd1c40ad068bc84138813dcb5ee89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0
1a9695ea0e0f8cf73442ebaedbce8000	19.0	0.0	0.0	0.0	0.0	0.0	32.0	20.0	0.0	30.0	20.0	49.0	21.0	73.0	0.0	0.0	0.0	0.0	36.0	24.0	18.0	13.0	41.0	35.0	30.0
ec2985a51b6057fdee0299462b37837b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
84f763f9c7b6a1dc442eb051992852c7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7f111d23a2e7e371f2c58b72832e3139	0.0	0.0	0.0	0.0	0.0	7.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	8.0	0.0	11.0	0.0	0.0	0.0	6.0	0.0	0.0	4.0
901618d2d448006c39f475d498002cca	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
130a67440598b30e2e1731d3c394db60	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
